Price,Close
Ticker,AAPL
Date,
2020-01-02,72.62081909179688
2020-01-03,71.91481018066406
2020-01-06,72.48783874511719
2020-01-07,72.14693450927734
2020-01-08,73.30751037597656
2020-01-09,74.8646240234375
2020-01-10,75.03386688232422
2020-01-13,76.63692474365234
2020-01-14,75.60208129882812
2020-01-15,75.27806854248047
2020-01-16,76.22103118896484
2020-01-17,77.06487274169922
2020-01-21,76.5426254272461
2020-01-22,76.81585693359375
2020-01-23,77.185791015625
2020-01-24,76.9633560180664
2020-01-27,74.70022583007812
2020-01-28,76.81342315673828
2020-01-29,78.42131042480469
2020-01-30,78.30767059326172
2020-01-31,74.83560943603516
2020-02-03,74.63008880615234
2020-02-04,77.09392547607422
2020-02-05,77.72254943847656
2020-02-06,78.63168334960938
2020-02-07,77.56287384033203
2020-02-10,77.93122863769531
2020-02-11,77.46104431152344
2020-02-12,79.30058288574219
2020-02-13,78.73587036132812
2020-02-14,78.7552719116211
2020-02-18,77.31321716308594
2020-02-19,78.43294525146484
2020-02-20,77.6282958984375
2020-02-21,75.87117767333984
2020-02-24,72.26725006103516
2020-02-25,69.81940460205078
2020-02-26,70.927001953125
2020-02-27,66.29063415527344
2020-02-28,66.2518539428711
2020-03-02,72.41992950439453
2020-03-03,70.11993408203125
2020-03-04,73.37242889404297
2020-03-05,70.99246215820312
2020-03-06,70.04967498779297
2020-03-09,64.5093002319336
2020-03-10,69.15533447265625
2020-03-11,66.7535171508789
2020-03-12,60.16131591796875
2020-03-13,67.36912536621094
2020-03-16,58.70231246948242
2020-03-17,61.2834587097168
2020-03-18,59.78322982788086
2020-03-19,59.32517623901367
2020-03-20,55.55887985229492
2020-03-23,54.37858200073242
2020-03-24,59.83413314819336
2020-03-25,59.5045280456543
2020-03-26,62.635826110839844
2020-03-27,60.04256057739258
2020-03-30,61.75605773925781
2020-03-31,61.630035400390625
2020-04-01,58.38723373413086
2020-04-02,59.36152267456055
2020-04-03,58.50841522216797
2020-04-06,63.6125373840332
2020-04-07,62.87575149536133
2020-04-08,64.48504638671875
2020-04-09,64.95037841796875
2020-04-13,66.22518157958984
2020-04-14,69.56978607177734
2020-04-15,68.93482208251953
2020-04-16,69.48251342773438
2020-04-17,68.53975677490234
2020-04-20,67.11710357666016
2020-04-21,65.04247283935547
2020-04-22,66.91594696044922
2020-04-23,66.65660858154297
2020-04-24,68.58096313476562
2020-04-27,68.62942504882812
2020-04-28,67.51697540283203
2020-04-29,69.73458862304688
2020-04-30,71.2057113647461
2020-05-01,70.05935668945312
2020-05-04,71.05060577392578
2020-05-05,72.11699676513672
2020-05-06,72.86104583740234
2020-05-07,73.61479187011719
2020-05-08,75.366943359375
2020-05-11,76.55288696289062
2020-05-12,75.67802429199219
2020-05-13,74.7642593383789
2020-05-14,75.22356414794922
2020-05-15,74.7788314819336
2020-05-18,76.54070281982422
2020-05-19,76.09842681884766
2020-05-20,77.5783920288086
2020-05-21,77.00004577636719
2020-05-22,77.49578857421875
2020-05-26,76.97086334228516
2020-05-27,77.30622863769531
2020-05-28,77.34022521972656
2020-05-29,77.26490783691406
2020-06-01,78.21509552001953
2020-06-02,78.57720184326172
2020-06-03,79.009765625
2020-06-04,78.32933044433594
2020-06-05,80.56022644042969
2020-06-08,81.03652954101562
2020-06-09,83.59549713134766
2020-06-10,85.7462158203125
2020-06-11,81.6295166015625
2020-06-12,82.33424377441406
2020-06-15,83.35249328613281
2020-06-16,85.56150817871094
2020-06-17,85.44245147705078
2020-06-18,85.47647094726562
2020-06-19,84.98798370361328
2020-06-22,87.21160888671875
2020-06-23,89.07310485839844
2020-06-24,87.50079345703125
2020-06-25,88.66241455078125
2020-06-26,85.93820190429688
2020-06-29,87.9188003540039
2020-06-30,88.6526870727539
2020-07-01,88.48503112792969
2020-07-02,88.48503112792969
2020-07-06,90.85200500488281
2020-07-07,90.57011413574219
2020-07-08,92.67948913574219
2020-07-09,93.07804870605469
2020-07-10,93.2408676147461
2020-07-13,92.81072235107422
2020-07-14,94.34658813476562
2020-07-15,94.99545288085938
2020-07-16,93.82652282714844
2020-07-17,93.6369857788086
2020-07-20,95.61027526855469
2020-07-21,94.29070281982422
2020-07-22,94.55558013916016
2020-07-23,90.25177001953125
2020-07-24,90.02818298339844
2020-07-27,92.16185760498047
2020-07-28,90.64787292480469
2020-07-29,92.38542938232422
2020-07-30,93.50333404541016
2020-07-31,103.29207611083984
2020-08-03,105.89476776123047
2020-08-04,106.6019515991211
2020-08-05,106.98835754394531
2020-08-06,110.72108459472656
2020-08-07,108.20376586914062
2020-08-10,109.77648162841797
2020-08-11,106.51175689697266
2020-08-12,110.05159759521484
2020-08-13,111.99923706054688
2020-08-14,111.89942169189453
2020-08-17,111.60726165771484
2020-08-18,112.53726959228516
2020-08-19,112.678466796875
2020-08-20,115.17877197265625
2020-08-21,121.11421203613281
2020-08-24,122.56275939941406
2020-08-25,121.55730438232422
2020-08-26,123.21036529541016
2020-08-27,121.7374496459961
2020-08-28,121.5402603149414
2020-08-31,125.66194915771484
2020-09-01,130.66738891601562
2020-09-02,127.96015167236328
2020-09-03,117.71556854248047
2020-09-04,117.79346466064453
2020-09-08,109.86656188964844
2020-09-09,114.24876403808594
2020-09-10,110.51903533935547
